user_id,item_id,rating,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
user_434,2482,5,2482,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Puma Women Black Spagetti Top
user_18,2850,2,2850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Funny Grey T-shirt
user_163,2850,2,2850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Funny Grey T-shirt
user_183,2850,5,2850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Funny Grey T-shirt
user_188,2850,4,2850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Funny Grey T-shirt
user_219,2850,1,2850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Funny Grey T-shirt
user_265,2850,4,2850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Funny Grey T-shirt
user_279,2850,2,2850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Funny Grey T-shirt
user_18,2112,3,2112,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Women's Essential Black Capris
user_49,2112,1,2112,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Women's Essential Black Capris
user_54,2112,3,2112,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Women's Essential Black Capris
user_83,2112,1,2112,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Women's Essential Black Capris
user_221,2112,2,2112,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Women's Essential Black Capris
user_292,2112,5,2112,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Women's Essential Black Capris
user_401,2112,5,2112,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Women's Essential Black Capris
user_18,2297,4,2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women DPT Pink T-shirt
user_74,2297,5,2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women DPT Pink T-shirt
user_81,2297,1,2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women DPT Pink T-shirt
user_167,2297,3,2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women DPT Pink T-shirt
user_212,2297,1,2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women DPT Pink T-shirt
user_220,2297,5,2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women DPT Pink T-shirt
user_298,2297,2,2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women DPT Pink T-shirt
user_18,2976,5,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_36,2976,4,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_43,2976,4,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_59,2976,1,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_97,2976,2,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_259,2976,1,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_322,2976,4,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_488,2976,1,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_489,2976,1,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,Puma Women's Lifestyle Purple Polo T-shirt
user_18,2138,2,2138,Men,Apparel,Topwear,Shirts,Green,Spring,2011,Casual,Basics Men Green & Cream Slim Fit Shirt
user_76,2138,5,2138,Men,Apparel,Topwear,Shirts,Green,Spring,2011,Casual,Basics Men Green & Cream Slim Fit Shirt
user_138,2138,2,2138,Men,Apparel,Topwear,Shirts,Green,Spring,2011,Casual,Basics Men Green & Cream Slim Fit Shirt
user_192,2138,1,2138,Men,Apparel,Topwear,Shirts,Green,Spring,2011,Casual,Basics Men Green & Cream Slim Fit Shirt
user_218,2138,2,2138,Men,Apparel,Topwear,Shirts,Green,Spring,2011,Casual,Basics Men Green & Cream Slim Fit Shirt
user_365,2138,1,2138,Men,Apparel,Topwear,Shirts,Green,Spring,2011,Casual,Basics Men Green & Cream Slim Fit Shirt
user_18,2477,2,2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe
user_160,2477,3,2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe
user_306,2477,3,2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe
user_328,2477,2,2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe
user_433,2477,2,2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe
user_490,2477,5,2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe
user_18,2254,4,2254,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,ADIDAS Women Purple Top
user_60,2254,3,2254,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,ADIDAS Women Purple Top
user_195,2254,4,2254,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,ADIDAS Women Purple Top
user_245,2254,5,2254,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,ADIDAS Women Purple Top
user_358,2254,5,2254,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,ADIDAS Women Purple Top
user_458,2254,4,2254,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Casual,ADIDAS Women Purple Top
user_18,2267,5,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_23,2267,2,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_37,2267,3,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_42,2267,5,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_50,2267,1,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_56,2267,2,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_112,2267,5,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_294,2267,1,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_299,2267,3,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_303,2267,3,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_382,2267,3,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_424,2267,3,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_472,2267,1,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_487,2267,5,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Pink Women T-shirt
user_18,2820,4,2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal
user_89,2820,3,2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal
user_236,2820,3,2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal
user_260,2820,5,2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal
user_401,2820,1,2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal
user_424,2820,3,2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal
user_18,2110,3,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_50,2110,3,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_55,2110,3,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_91,2110,2,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_95,2110,4,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_224,2110,4,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_374,2110,1,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_376,2110,1,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_420,2110,5,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_464,2110,1,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_489,2110,4,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
user_19,2275,5,2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt
user_127,2275,4,2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt
user_204,2275,4,2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt
user_226,2275,2,2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt
user_306,2275,1,2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt
user_19,2579,5,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_21,2579,3,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_135,2579,5,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_231,2579,3,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_290,2579,1,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_362,2579,3,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_445,2579,1,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_448,2579,3,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_474,2579,1,2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short
user_19,2507,4,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_29,2507,1,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_138,2507,5,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_216,2507,4,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_227,2507,3,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_264,2507,4,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_270,2507,5,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_275,2507,1,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_296,2507,1,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_306,2507,2,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_321,2507,3,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_387,2507,4,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_474,2507,1,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Sneakers Shoe
user_19,1853,5,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_26,1853,3,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_118,1853,2,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_286,1853,5,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_299,1853,5,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_324,1853,3,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_413,1853,3,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_476,1853,4,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_488,1853,1,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_500,1853,4,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt
user_19,2467,2,2467,Men,Accessories,Headwear,Caps,White,Summer,2012,Casual,Nike Men White Cap
user_128,2467,3,2467,Men,Accessories,Headwear,Caps,White,Summer,2012,Casual,Nike Men White Cap
user_150,2467,3,2467,Men,Accessories,Headwear,Caps,White,Summer,2012,Casual,Nike Men White Cap
user_449,2467,2,2467,Men,Accessories,Headwear,Caps,White,Summer,2012,Casual,Nike Men White Cap
user_19,1885,5,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_119,1885,1,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_153,1885,3,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_177,1885,5,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_201,1885,1,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_216,1885,4,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_294,1885,5,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_456,1885,2,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_490,1885,1,1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010,Casual,FIFA Mens 1904 Heritage Shorts
user_19,2350,1,2350,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Reebok Men Audi White T-shirt
user_171,2350,1,2350,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Reebok Men Audi White T-shirt
user_378,2350,4,2350,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Reebok Men Audi White T-shirt
user_395,2350,4,2350,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Reebok Men Audi White T-shirt
user_19,1999,3,1999,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Casual,Puma Men's Grey Track Pants
user_27,1999,5,1999,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Casual,Puma Men's Grey Track Pants
user_65,1999,4,1999,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Casual,Puma Men's Grey Track Pants
user_103,1999,2,1999,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Casual,Puma Men's Grey Track Pants
user_205,1999,2,1999,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Casual,Puma Men's Grey Track Pants
user_268,1999,1,1999,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Casual,Puma Men's Grey Track Pants
user_275,1999,2,1999,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Casual,Puma Men's Grey Track Pants
user_19,1755,1,1755,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Lotto Men Jasper Street Red T-shirt
user_200,1755,1,1755,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Lotto Men Jasper Street Red T-shirt
user_265,1755,5,1755,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Lotto Men Jasper Street Red T-shirt
user_307,1755,1,1755,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Lotto Men Jasper Street Red T-shirt
user_321,1755,3,1755,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Lotto Men Jasper Street Red T-shirt
user_421,1755,3,1755,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Lotto Men Jasper Street Red T-shirt
user_469,1755,1,1755,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Lotto Men Jasper Street Red T-shirt
user_20,1847,4,1847,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Mens Messy T-shirt
user_116,1847,4,1847,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Mens Messy T-shirt
user_149,1847,3,1847,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Mens Messy T-shirt
user_319,1847,5,1847,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Mens Messy T-shirt
user_455,1847,3,1847,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Mens Messy T-shirt
user_496,1847,2,1847,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Mens Messy T-shirt
user_20,2564,1,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_40,2564,1,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_82,2564,3,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_164,2564,2,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_203,2564,4,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_223,2564,3,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_256,2564,4,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_467,2564,4,2564,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Domyos Women Black Tank Top
user_20,2010,2,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_41,2010,2,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_103,2010,2,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_126,2010,5,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_147,2010,2,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_154,2010,3,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_186,2010,5,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_214,2010,3,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_346,2010,2,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_357,2010,5,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_467,2010,1,2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Mens Classic Green Polo T-shirt
user_20,2559,4,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_26,2559,4,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_48,2559,4,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_105,2559,1,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_175,2559,5,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_229,2559,3,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_324,2559,4,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_357,2559,5,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_464,2559,5,2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Decathlon Men's Comp Black T-shirt
user_20,1897,5,1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010,Sports,FIFA Men Germany Blue Jersey
user_66,1897,3,1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010,Sports,FIFA Men Germany Blue Jersey
user_78,1897,1,1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010,Sports,FIFA Men Germany Blue Jersey
user_204,1897,1,1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010,Sports,FIFA Men Germany Blue Jersey
user_465,1897,5,1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010,Sports,FIFA Men Germany Blue Jersey
user_20,1577,4,1577,Unisex,Accessories,Headwear,Caps,Green,Fall,2010,Sports,Inesis  Slim Shady Cap
user_140,1577,4,1577,Unisex,Accessories,Headwear,Caps,Green,Fall,2010,Sports,Inesis  Slim Shady Cap
user_233,1577,1,1577,Unisex,Accessories,Headwear,Caps,Green,Fall,2010,Sports,Inesis  Slim Shady Cap
user_356,1577,5,1577,Unisex,Accessories,Headwear,Caps,Green,Fall,2010,Sports,Inesis  Slim Shady Cap
user_434,1577,2,1577,Unisex,Accessories,Headwear,Caps,Green,Fall,2010,Sports,Inesis  Slim Shady Cap
user_20,1582,4,1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,2011,Sports,Nabaiji Unisex Black Silicone Swimming Cap
user_187,1582,3,1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,2011,Sports,Nabaiji Unisex Black Silicone Swimming Cap
user_210,1582,4,1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,2011,Sports,Nabaiji Unisex Black Silicone Swimming Cap
user_376,1582,3,1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,2011,Sports,Nabaiji Unisex Black Silicone Swimming Cap
user_446,1582,3,1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,2011,Sports,Nabaiji Unisex Black Silicone Swimming Cap
user_447,1582,5,1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,2011,Sports,Nabaiji Unisex Black Silicone Swimming Cap
user_20,1876,3,1876,Men,Apparel,Topwear,Tshirts,White,Winter,2010,Casual,FIFA Mens Mexican Wave White T-shirt
user_139,1876,3,1876,Men,Apparel,Topwear,Tshirts,White,Winter,2010,Casual,FIFA Mens Mexican Wave White T-shirt
user_335,1876,3,1876,Men,Apparel,Topwear,Tshirts,White,Winter,2010,Casual,FIFA Mens Mexican Wave White T-shirt
user_20,2102,2,2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Parker Blue Shirt
user_128,2102,3,2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Parker Blue Shirt
user_205,2102,4,2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Parker Blue Shirt
user_343,2102,5,2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Parker Blue Shirt
user_353,2102,3,2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Parker Blue Shirt
user_469,2102,3,2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Parker Blue Shirt
user_20,2865,2,2865,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Men in Blue White T-shirt
user_113,2865,1,2865,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Men in Blue White T-shirt
user_136,2865,4,2865,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Men in Blue White T-shirt
user_150,2865,2,2865,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Men in Blue White T-shirt
user_185,2865,1,2865,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Men in Blue White T-shirt
user_424,2865,3,2865,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Men in Blue White T-shirt
user_20,2215,4,2215,Men,Footwear,Sandal,Sandals,Olive,Fall,2010,Sports,Puma Men Gypsy Olive Sandals
